"","H1","H2","H3","nABBA","nBABA","Dstat","jackEst","SE","Z","tree"
"36","mega_mega","mega_mega","toro_tent",161745,155256,0.02046997,0.02046997,0.002281672,8.971477,"torotoro & megarhyncha C"
"44","mega_mega","mega_sella","toro_tent",171446,163301,0.02433181,0.02433181,0.002616013,9.301103,"torotoro & megarhyncha C"
"45","mega_mega","mega_sella","toro_tent",161149,160043,0.003443423,0.003443423,0.002614997,1.316798,"torotoro & megarhyncha C"
"53","mega_mega","mega_mega","toro_tent",161318,155890,0.0171118,0.0171118,0.002640716,6.479986,"torotoro & megarhyncha C"
"54","mega_mega","mega_mega","toro_tent",151192,152769,-0.005188166,-0.005188166,0.002636774,1.967619,"torotoro & megarhyncha C"
"55","mega_sella","mega_mega","toro_tent",153185,155821,-0.008530579,-0.008530579,0.002371172,3.597621,"torotoro & megarhyncha H"
"63","mega_mega","mega_mega","toro_tent",173690,168889,0.01401429,0.01401429,0.002453671,5.71156,"torotoro & megarhyncha C"
"64","mega_mega","mega_mega","toro_tent",163435,165639,-0.006697582,-0.006697582,0.002441798,2.742889,"torotoro & megarhyncha C"
"65","mega_sella","mega_mega","toro_tent",161309,164141,-0.008701798,-0.008701798,0.002659813,3.271583,"torotoro & megarhyncha H"
"66","mega_mega","mega_mega","toro_tent",159592,159592,0,2.646978e-19,0.002658704,0,"torotoro & megarhyncha C"
"74","mega_mega","mega_sella","toro_tent",166749,175466,-0.02547229,-0.02547229,0.00275285,9.253063,"torotoro & megarhyncha C"
"75","mega_mega","mega_sella","toro_tent",156227,171833,-0.04757057,-0.04757057,0.002667565,17.83295,"torotoro & megarhyncha C"
"76","mega_sella","mega_sella","toro_tent",160644,177983,-0.05120383,-0.05120383,0.003002401,17.05429,"torotoro & megarhyncha H"
"77","mega_mega","mega_sella","toro_tent",154277,168349,-0.04361707,-0.04361707,0.003030141,14.3944,"torotoro & megarhyncha C"
"78","mega_mega","mega_sella","toro_tent",165064,179698,-0.04244667,-0.04244667,0.002690079,15.77897,"torotoro & megarhyncha C"
"86","mega_mega","mega_wellsi","toro_tent",91505,88283,0.01792111,0.01792111,0.003438449,5.211974,"torotoro & megarhyncha C"
"87","mega_mega","mega_wellsi","toro_tent",85453,86326,-0.005082111,-0.005082111,0.003480033,1.460363,"torotoro & megarhyncha C"
"89","mega_mega","mega_wellsi","toro_tent",85960,85404,0.003244555,0.003244555,0.00343147,0.9455294,"torotoro & megarhyncha C"
"90","mega_mega","mega_wellsi","toro_tent",93106,93028,0.0004190529,0.0004190529,0.003531816,0.1186509,"torotoro & megarhyncha C"
"99","mega_mega","ochr","toro_tent",72184,89295,-0.1059642,-0.1059642,0.003340355,31.72245,"torotoro & megarhyncha C"
"100","mega_mega","ochr","toro_tent",67473,87423,-0.1287961,-0.1287961,0.003294349,39.09607,"torotoro & megarhyncha C"
"101","mega_sella","ochr","toro_tent",69580,91458,-0.1358561,-0.1358561,0.003022708,44.94518,"torotoro & megarhyncha H"
"102","mega_mega","ochr","toro_tent",66765,85618,-0.1237211,-0.1237211,0.003215393,38.47777,"torotoro & megarhyncha C"
"103","mega_mega","ochr","toro_tent",71960,93158,-0.1283809,-0.1283809,0.003215022,39.93158,"torotoro & megarhyncha C"
"104","mega_sella","ochr","toro_tent",72954,88441,-0.09595712,-0.09595712,0.003681198,26.06682,"torotoro & megarhyncha H"
"105","mega_wellsi","ochr","toro_tent",39036,48560,-0.1087264,-0.1087264,0.004305725,25.2516,"torotoro & megarhyncha W"
"113","mega_mega","mega_sella","toro_tent",150543,152012,-0.004855316,-0.004855316,0.002683867,1.809075,"torotoro & megarhyncha C"
"114","mega_mega","mega_sella","toro_tent",142182,149164,-0.02396463,-0.02396463,0.002728968,8.781573,"torotoro & megarhyncha C"
"115","mega_sella","mega_sella","toro_tent",143506,152502,-0.03039107,-0.03039107,0.002392296,12.70372,"torotoro & megarhyncha H"
"116","mega_mega","mega_sella","toro_tent",137829,143802,-0.0212086,-0.0212086,0.002486059,8.531012,"torotoro & megarhyncha C"
"117","mega_mega","mega_sella","toro_tent",149479,155337,-0.01921815,-0.01921815,0.002661451,7.220931,"torotoro & megarhyncha C"
"118","mega_sella","mega_sella","toro_tent",137101,129881,0.02704302,0.02704302,0.003301801,8.190385,"torotoro & megarhyncha H"
"120","ochr","mega_sella","toro_tent",79226,63078,0.1134754,0.1134754,0.003198473,35.47798,"torotoro & megarhyncha H"
"128","mega_mega","mega_wellsi","toro_tent",102028,100410,0.007992571,0.007992571,0.003376591,2.367053,"torotoro & megarhyncha C"
"129","mega_mega","mega_wellsi","toro_tent",95423,97497,-0.01075057,-0.01075057,0.00339696,3.164762,"torotoro & megarhyncha C"
"131","mega_mega","mega_wellsi","toro_tent",95598,97043,-0.007500999,-0.007500999,0.003258395,2.302054,"torotoro & megarhyncha C"
"132","mega_mega","mega_wellsi","toro_tent",103648,105199,-0.007426489,-0.007426489,0.003409899,2.177921,"torotoro & megarhyncha C"
"134","mega_wellsi","mega_wellsi","toro_tent",52525,53505,-0.009242667,-0.009242667,0.003810899,2.425325,"torotoro & megarhyncha W"
"135","ochr","mega_wellsi","toro_tent",53957,43979,0.1018829,0.1018829,0.004050785,25.15139,"torotoro & megarhyncha W"
"144","mega_mega","mega_wellsi","toro_tent",98790,100164,-0.006906119,-0.006906119,0.003326536,2.076069,"torotoro & megarhyncha C"
"145","mega_mega","mega_wellsi","toro_tent",91881,97467,-0.02950124,-0.02950124,0.003305615,8.924584,"torotoro & megarhyncha C"
"147","mega_mega","mega_wellsi","toro_tent",93136,97348,-0.02211209,-0.02211209,0.003498366,6.320692,"torotoro & megarhyncha C"
"148","mega_mega","mega_wellsi","toro_tent",100364,105087,-0.02298845,-0.02298845,0.003257859,7.056306,"torotoro & megarhyncha C"
"150","mega_wellsi","mega_wellsi","toro_tent",52330,54530,-0.02058768,-0.02058768,0.0040692,5.059394,"torotoro & megarhyncha W"
"151","ochr","mega_wellsi","toro_tent",52425,44191,0.08522398,0.08522398,0.004263784,19.98787,"torotoro & megarhyncha W"
"153","mega_wellsi","mega_wellsi","toro_tent",57975,59978,-0.01698134,-0.01698134,0.003690783,4.601013,"torotoro & megarhyncha W"
"189","mega_mega","mega_mega","toro_meek",126888,123068,0.01528269,0.01528269,0.00249336,6.129354,"torotoro & megarhyncha C"
"197","mega_mega","mega_sella","toro_meek",133385,129676,0.01409939,0.01409939,0.002726152,5.171903,"torotoro & megarhyncha C"
"198","mega_mega","mega_sella","toro_meek",125476,126431,-0.003791082,-0.003791082,0.002795463,1.356155,"torotoro & megarhyncha C"
"206","mega_mega","mega_mega","toro_meek",126366,123891,0.009889833,0.009889833,0.002844051,3.477375,"torotoro & megarhyncha C"
"207","mega_mega","mega_mega","toro_meek",118544,120650,-0.008804569,-0.008804569,0.002799163,3.14543,"torotoro & megarhyncha C"
"208","mega_sella","mega_mega","toro_meek",120210,121681,-0.006081251,-0.006081251,0.002628162,2.31388,"torotoro & megarhyncha H"
"216","mega_mega","mega_mega","toro_meek",134971,133246,0.00643136,0.00643136,0.002621124,2.453665,"torotoro & megarhyncha C"
"217","mega_mega","mega_mega","toro_meek",127559,130183,-0.01018072,-0.01018072,0.002554271,3.985765,"torotoro & megarhyncha C"
"218","mega_sella","mega_mega","toro_meek",125739,127497,-0.006942141,-0.006942141,0.002877981,2.412157,"torotoro & megarhyncha H"
"219","mega_mega","mega_mega","toro_meek",124340,125016,-0.002710983,-0.002710983,0.002849167,0.9515005,"torotoro & megarhyncha C"
"227","mega_mega","mega_sella","toro_meek",131500,138601,-0.02629017,-0.02629017,0.003020978,8.702535,"torotoro & megarhyncha C"
"228","mega_mega","mega_sella","toro_meek",123756,135008,-0.04348364,-0.04348364,0.002920761,14.88778,"torotoro & megarhyncha C"
"229","mega_sella","mega_sella","toro_meek",126939,138552,-0.0437416,-0.0437416,0.003271782,13.36935,"torotoro & megarhyncha H"
"230","mega_mega","mega_sella","toro_meek",122560,132188,-0.03779421,-0.03779421,0.003256521,11.6057,"torotoro & megarhyncha C"
"231","mega_mega","mega_sella","toro_meek",129954,139884,-0.03679986,-0.03679986,0.003030154,12.14455,"torotoro & megarhyncha C"
"239","mega_mega","mega_wellsi","toro_meek",74176,72451,0.01176455,0.01176455,0.003683108,3.194189,"torotoro & megarhyncha C"
"240","mega_mega","mega_wellsi","toro_meek",69770,70665,-0.006373055,-0.006373055,0.003677989,1.732755,"torotoro & megarhyncha C"
"242","mega_mega","mega_wellsi","toro_meek",69696,69990,-0.002104721,-0.002104721,0.003720958,0.5656394,"torotoro & megarhyncha C"
"243","mega_mega","mega_wellsi","toro_meek",75282,75002,0.001863139,0.001863139,0.003617706,0.5150056,"torotoro & megarhyncha C"
"252","mega_mega","ochr","toro_meek",56797,71649,-0.1156284,-0.1156284,0.003521954,32.83074,"torotoro & megarhyncha C"
"253","mega_mega","ochr","toro_meek",53467,69296,-0.1289395,-0.1289395,0.003580394,36.01266,"torotoro & megarhyncha C"
"254","mega_sella","ochr","toro_meek",55040,72113,-0.1342713,-0.1342713,0.003334689,40.26502,"torotoro & megarhyncha H"
"255","mega_mega","ochr","toro_meek",52490,67511,-0.125174,-0.125174,0.003397848,36.83918,"torotoro & megarhyncha C"
"256","mega_mega","ochr","toro_meek",56736,73081,-0.125908,-0.125908,0.00347455,36.23721,"torotoro & megarhyncha C"
"257","mega_sella","ochr","toro_meek",57479,70640,-0.1027248,-0.1027248,0.003834451,26.78997,"torotoro & megarhyncha H"
"258","mega_wellsi","ochr","toro_meek",31735,39822,-0.1130148,-0.1130148,0.004687762,24.10848,"torotoro & megarhyncha W"
"266","mega_mega","mega_sella","toro_meek",116187,120586,-0.01857898,-0.01857898,0.002816525,6.596419,"torotoro & megarhyncha C"
"267","mega_mega","mega_sella","toro_meek",110013,117600,-0.03333289,-0.03333289,0.002902061,11.48594,"torotoro & megarhyncha C"
"268","mega_sella","mega_sella","toro_meek",111239,118606,-0.03205204,-0.03205204,0.002708086,11.83568,"torotoro & megarhyncha H"
"269","mega_mega","mega_sella","toro_meek",106781,112925,-0.02796464,-0.02796464,0.002773808,10.08168,"torotoro & megarhyncha C"
"270","mega_mega","mega_sella","toro_meek",115372,121457,-0.02569364,-0.02569364,0.002932748,8.760945,"torotoro & megarhyncha C"
"271","mega_sella","mega_sella","toro_meek",106330,103639,0.01281618,0.01281618,0.003529146,3.631524,"torotoro & megarhyncha H"
"273","ochr","mega_sella","toro_meek",62350,49881,0.1111012,0.1111012,0.003512558,31.62971,"torotoro & megarhyncha H"
"281","mega_mega","mega_wellsi","toro_meek",81643,80976,0.004101612,0.004101612,0.003563497,1.151007,"torotoro & megarhyncha C"
"282","mega_mega","mega_wellsi","toro_meek",76555,78664,-0.01358725,-0.01358725,0.00355364,3.823475,"torotoro & megarhyncha C"
"284","mega_mega","mega_wellsi","toro_meek",76796,78017,-0.007886935,-0.007886935,0.003542048,2.22666,"torotoro & megarhyncha C"
"285","mega_mega","mega_wellsi","toro_meek",82822,83838,-0.006096244,-0.006096244,0.003566553,1.709282,"torotoro & megarhyncha C"
"287","mega_wellsi","mega_wellsi","toro_meek",43844,44362,-0.005872616,-0.005872616,0.004153232,1.413987,"torotoro & megarhyncha W"
"288","ochr","mega_wellsi","toro_meek",43716,35369,0.1055447,0.1055447,0.004440195,23.77028,"torotoro & megarhyncha W"
"297","mega_mega","mega_wellsi","toro_meek",78782,81299,-0.01572329,-0.01572329,0.003492707,4.501748,"torotoro & megarhyncha C"
"298","mega_mega","mega_wellsi","toro_meek",73605,78347,-0.03120722,-0.03120722,0.003495623,8.927513,"torotoro & megarhyncha C"
"300","mega_mega","mega_wellsi","toro_meek",74352,78077,-0.02443761,-0.02443761,0.003659412,6.678015,"torotoro & megarhyncha C"
"301","mega_mega","mega_wellsi","toro_meek",80028,83455,-0.02096242,-0.02096242,0.003469586,6.041765,"torotoro & megarhyncha C"
"303","mega_wellsi","mega_wellsi","toro_meek",43205,45182,-0.02236754,-0.02236754,0.004360357,5.129751,"torotoro & megarhyncha W"
"304","ochr","mega_wellsi","toro_meek",42526,35666,0.08773276,0.08773276,0.004510607,19.45032,"torotoro & megarhyncha W"
"306","mega_wellsi","mega_wellsi","toro_meek",47519,49413,-0.01953947,-0.01953947,0.00409159,4.775521,"torotoro & megarhyncha W"
"342","mega_mega","mega_mega","toro_flav",103505,100390,0.01527747,0.01527747,0.002660799,5.741686,"torotoro & megarhyncha C"
"350","mega_mega","mega_sella","toro_flav",109867,105515,0.02020596,0.02020596,0.003020959,6.688592,"torotoro & megarhyncha C"
"351","mega_mega","mega_sella","toro_flav",102865,101711,0.005640935,0.005640935,0.00302711,1.863472,"torotoro & megarhyncha C"
"359","mega_mega","mega_mega","toro_flav",103896,101197,0.01315988,0.01315988,0.003055038,4.3076,"torotoro & megarhyncha C"
"360","mega_mega","mega_mega","toro_flav",96962,98000,-0.005324114,-0.005324114,0.003041816,1.750308,"torotoro & megarhyncha C"
"361","mega_sella","mega_mega","toro_flav",98074,100076,-0.01010346,-0.01010346,0.00277029,3.647076,"torotoro & megarhyncha H"
"369","mega_mega","mega_mega","toro_flav",110760,108971,0.008141773,0.008141773,0.002832681,2.874229,"torotoro & megarhyncha C"
"370","mega_mega","mega_mega","toro_flav",104412,105459,-0.004988779,-0.004988779,0.002748954,1.814792,"torotoro & megarhyncha C"
"371","mega_sella","mega_mega","toro_flav",102375,104695,-0.01120394,-0.01120394,0.003080137,3.637481,"torotoro & megarhyncha H"
"372","mega_mega","mega_mega","toro_flav",102200,102791,-0.002883053,-0.002883053,0.003010117,0.9577878,"torotoro & megarhyncha C"
"380","mega_mega","mega_sella","toro_flav",106487,113078,-0.03001845,-0.03001845,0.003163112,9.490161,"torotoro & megarhyncha C"
"381","mega_mega","mega_sella","toro_flav",99554,109166,-0.04605213,-0.04605213,0.003073972,14.98131,"torotoro & megarhyncha C"
"382","mega_sella","mega_sella","toro_flav",102084,113966,-0.05499653,-0.05499653,0.003359998,16.36803,"torotoro & megarhyncha H"
"383","mega_mega","mega_sella","toro_flav",98944,107732,-0.04252066,-0.04252066,0.003381878,12.57309,"torotoro & megarhyncha C"
"384","mega_mega","mega_sella","toro_flav",104972,114221,-0.04219569,-0.04219569,0.003098379,13.61864,"torotoro & megarhyncha C"
"392","mega_mega","mega_wellsi","toro_flav",61929,58729,0.02652124,0.02652124,0.004006483,6.619583,"torotoro & megarhyncha C"
"393","mega_mega","mega_wellsi","toro_flav",57982,56764,0.01061475,0.01061475,0.004106663,2.584763,"torotoro & megarhyncha C"
"395","mega_mega","mega_wellsi","toro_flav",58534,56545,0.01728378,0.01728378,0.003972315,4.35106,"torotoro & megarhyncha C"
"396","mega_mega","mega_wellsi","toro_flav",63339,61263,0.01666105,0.01666105,0.003980432,4.185739,"torotoro & megarhyncha C"
"405","mega_mega","ochr","toro_flav",48343,58966,-0.09899449,-0.09899449,0.003850094,25.71223,"torotoro & megarhyncha C"
"406","mega_mega","ochr","toro_flav",45047,56984,-0.1169939,-0.1169939,0.003847401,30.40854,"torotoro & megarhyncha C"
"407","mega_sella","ochr","toro_flav",46470,59544,-0.1233233,-0.1233233,0.003621251,34.05545,"torotoro & megarhyncha H"
"408","mega_mega","ochr","toro_flav",44614,56000,-0.1131652,-0.1131652,0.003681883,30.73568,"torotoro & megarhyncha C"
"409","mega_mega","ochr","toro_flav",47932,60780,-0.1181838,-0.1181838,0.003700987,31.93306,"torotoro & megarhyncha C"
"410","mega_sella","ochr","toro_flav",48631,57745,-0.08567722,-0.08567722,0.00423306,20.24002,"torotoro & megarhyncha H"
"411","mega_wellsi","ochr","toro_flav",27062,33647,-0.1084683,-0.1084683,0.005017673,21.61724,"torotoro & megarhyncha W"
"419","mega_mega","mega_sella","toro_flav",96122,98645,-0.01295394,-0.01295394,0.003074222,4.21373,"torotoro & megarhyncha C"
"420","mega_mega","mega_sella","toro_flav",89898,95500,-0.03021608,-0.03021608,0.003158928,9.565293,"torotoro & megarhyncha C"
"421","mega_sella","mega_sella","toro_flav",90651,97531,-0.03656035,-0.03656035,0.002944357,12.41709,"torotoro & megarhyncha H"
"422","mega_mega","mega_sella","toro_flav",87735,92405,-0.02592428,-0.02592428,0.002964048,8.746242,"torotoro & megarhyncha C"
"423","mega_mega","mega_sella","toro_flav",94758,99152,-0.02266,-0.02266,0.003122475,7.257063,"torotoro & megarhyncha C"
"424","mega_sella","mega_sella","toro_flav",87060,83248,0.02238298,0.02238298,0.003761608,5.950375,"torotoro & megarhyncha H"
"426","ochr","mega_sella","toro_flav",51560,42373,0.09780375,0.09780375,0.003815679,25.63207,"torotoro & megarhyncha H"
"434","mega_mega","mega_wellsi","toro_flav",67565,66880,0.00509502,0.00509502,0.003936678,1.294244,"torotoro & megarhyncha C"
"435","mega_mega","mega_wellsi","toro_flav",63507,64378,-0.006810807,-0.006810807,0.003838826,1.77419,"torotoro & megarhyncha C"
"437","mega_mega","mega_wellsi","toro_flav",63893,64701,-0.006283341,-0.006283341,0.003721902,1.688207,"torotoro & megarhyncha C"
"438","mega_mega","mega_wellsi","toro_flav",68736,69425,-0.004986936,-0.004986936,0.003707677,1.34503,"torotoro & megarhyncha C"
"440","mega_wellsi","mega_wellsi","toro_flav",36507,37860,-0.01819355,-0.01819355,0.004467236,4.072665,"torotoro & megarhyncha W"
"441","ochr","mega_wellsi","toro_flav",36641,30329,0.09425116,0.09425116,0.004686643,20.11059,"torotoro & megarhyncha W"
"450","mega_mega","mega_wellsi","toro_flav",66292,66346,-0.0004071231,-0.0004071231,0.003824596,0.1064487,"torotoro & megarhyncha C"
"451","mega_mega","mega_wellsi","toro_flav",61548,63726,-0.01738589,-0.01738589,0.003785052,4.593303,"torotoro & megarhyncha C"
"453","mega_mega","mega_wellsi","toro_flav",62259,64050,-0.01417951,-0.01417951,0.003930968,3.60713,"torotoro & megarhyncha C"
"454","mega_mega","mega_wellsi","toro_flav",67012,68656,-0.01211782,-0.01211782,0.003730703,3.248132,"torotoro & megarhyncha C"
"456","mega_wellsi","mega_wellsi","toro_flav",36125,38120,-0.0268705,-0.0268705,0.00458527,5.860178,"torotoro & megarhyncha W"
"457","ochr","mega_wellsi","toro_flav",36010,30595,0.0813002,0.0813002,0.004899773,16.59265,"torotoro & megarhyncha W"
"459","mega_wellsi","mega_wellsi","toro_flav",40287,41244,-0.01173787,-0.01173787,0.004383997,2.677435,"torotoro & megarhyncha W"
"495","mega_mega","mega_mega","toro_toro",138249,131509,0.02498536,0.02498536,0.002225922,11.22472,"torotoro & megarhyncha C"
"503","mega_mega","mega_sella","toro_toro",145068,136768,0.02944975,0.02944975,0.002396847,12.28687,"torotoro & megarhyncha C"
"504","mega_mega","mega_sella","toro_toro",136548,135221,0.004882823,0.004882823,0.002381368,2.050428,"torotoro & megarhyncha C"
"512","mega_mega","mega_mega","toro_toro",136321,131799,0.01686558,0.01686558,0.002491148,6.770206,"torotoro & megarhyncha C"
"513","mega_mega","mega_mega","toro_toro",128032,129886,-0.007188331,-0.007188331,0.002477612,2.901314,"torotoro & megarhyncha C"
"514","mega_sella","mega_mega","toro_toro",128486,131504,-0.01160814,-0.01160814,0.002201914,5.271841,"torotoro & megarhyncha H"
"522","mega_mega","mega_mega","toro_toro",148159,141032,0.02464461,0.02464461,0.002195117,11.22702,"torotoro & megarhyncha C"
"523","mega_mega","mega_mega","toro_toro",139548,140087,-0.001927513,-0.001927513,0.002127603,0.9059551,"torotoro & megarhyncha C"
"524","mega_sella","mega_mega","toro_toro",136606,137878,-0.00463415,-0.00463415,0.002380297,1.946879,"torotoro & megarhyncha H"
"525","mega_mega","mega_mega","toro_toro",135753,134080,0.006200131,0.006200131,0.002451684,2.528927,"torotoro & megarhyncha C"
"533","mega_mega","mega_sella","toro_toro",150069,143426,0.02263412,0.02263412,0.002433543,9.300889,"torotoro & megarhyncha C"
"534","mega_mega","mega_sella","toro_toro",141382,141986,-0.002131504,-0.002131504,0.00246207,0.8657365,"torotoro & megarhyncha C"
"535","mega_sella","mega_sella","toro_toro",144114,146784,-0.009178475,-0.009178475,0.002808744,3.267821,"torotoro & megarhyncha H"
"536","mega_mega","mega_sella","toro_toro",138904,137880,0.003699636,0.003699636,0.002865561,1.291069,"torotoro & megarhyncha C"
"537","mega_mega","mega_sella","toro_toro",148421,148945,-0.001762138,-0.001762138,0.002405498,0.7325462,"torotoro & megarhyncha C"
"545","mega_mega","mega_wellsi","toro_toro",75996,75341,0.004328089,0.004328089,0.003437902,1.258933,"torotoro & megarhyncha C"
"546","mega_mega","mega_wellsi","toro_toro",70985,74197,-0.02212395,-0.02212395,0.00344359,6.424678,"torotoro & megarhyncha C"
"548","mega_mega","mega_wellsi","toro_toro",71144,72648,-0.01045955,-0.01045955,0.00332211,3.148467,"torotoro & megarhyncha C"
"549","mega_mega","mega_wellsi","toro_toro",76668,79604,-0.01878775,-0.01878775,0.003438395,5.464107,"torotoro & megarhyncha C"
"558","mega_mega","ochr","toro_toro",65489,74126,-0.06186298,-0.06186298,0.003291676,18.79376,"torotoro & megarhyncha C"
"559","mega_mega","ochr","toro_toro",61738,73465,-0.08673624,-0.08673624,0.003346756,25.91651,"torotoro & megarhyncha C"
"560","mega_sella","ochr","toro_toro",63026,76147,-0.09427834,-0.09427834,0.003148313,29.94567,"torotoro & megarhyncha H"
"561","mega_mega","ochr","toro_toro",60607,70762,-0.07730134,-0.07730134,0.003147461,24.5599,"torotoro & megarhyncha C"
"562","mega_mega","ochr","toro_toro",65224,77595,-0.08662013,-0.08662013,0.003194979,27.11133,"torotoro & megarhyncha C"
"563","mega_sella","ochr","toro_toro",64888,77499,-0.08856848,-0.08856848,0.003548471,24.95962,"torotoro & megarhyncha H"
"564","mega_wellsi","ochr","toro_toro",35402,39800,-0.05848249,-0.05848249,0.004427285,13.20956,"torotoro & megarhyncha W"
"572","mega_mega","mega_sella","toro_toro",134211,124005,0.03952505,0.03952505,0.002442811,16.18015,"torotoro & megarhyncha C"
"573","mega_mega","mega_sella","toro_toro",126696,122363,0.01739748,0.01739748,0.00253863,6.853099,"torotoro & megarhyncha C"
"574","mega_sella","mega_sella","toro_toro",127682,124199,0.01382796,0.01382796,0.002280893,6.06252,"torotoro & megarhyncha H"
"575","mega_mega","mega_sella","toro_toro",122980,117595,0.02238387,0.02238387,0.002277402,9.828687,"torotoro & megarhyncha C"
"576","mega_mega","mega_sella","toro_toro",132566,127904,0.01789841,0.01789841,0.002466813,7.255682,"torotoro & megarhyncha C"
"577","mega_sella","mega_sella","toro_toro",119777,114344,0.02320595,0.02320595,0.003103057,7.478414,"torotoro & megarhyncha H"
"579","ochr","mega_sella","toro_toro",68843,55993,0.1029351,0.1029351,0.003242255,31.74798,"torotoro & megarhyncha H"
"587","mega_mega","mega_wellsi","toro_toro",84585,85973,-0.008137994,-0.008137994,0.003377455,2.409505,"torotoro & megarhyncha C"
"588","mega_mega","mega_wellsi","toro_toro",79174,84178,-0.03063323,-0.03063323,0.003268253,9.37297,"torotoro & megarhyncha C"
"590","mega_mega","mega_wellsi","toro_toro",79128,83281,-0.02557124,-0.02557124,0.003184402,8.030156,"torotoro & megarhyncha C"
"591","mega_mega","mega_wellsi","toro_toro",84982,91117,-0.03483836,-0.03483836,0.003276799,10.63183,"torotoro & megarhyncha C"
"593","mega_wellsi","mega_wellsi","toro_toro",44106,44960,-0.009588395,-0.009588395,0.003974998,2.412176,"torotoro & megarhyncha W"
"594","ochr","mega_wellsi","toro_toro",44206,40103,0.04866622,0.04866622,0.004099644,11.87084,"torotoro & megarhyncha W"
"603","mega_mega","mega_wellsi","toro_toro",82056,85779,-0.0221825,-0.0221825,0.003232349,6.862656,"torotoro & megarhyncha C"
"604","mega_mega","mega_wellsi","toro_toro",76411,84244,-0.04875665,-0.04875665,0.003240178,15.04752,"torotoro & megarhyncha C"
