"","H1","H2","H3","nABBA","nBABA","Dstat","jackEst","SE","Z","tree"
"606","mega_mega","mega_wellsi","toro_toro",77251,83394,-0.0382396,-0.0382396,0.003344017,11.43523,"torotoro & megarhyncha C"
"607","mega_mega","mega_wellsi","toro_toro",82993,91090,-0.0465123,-0.0465123,0.003171896,14.66388,"torotoro & megarhyncha C"
"609","mega_wellsi","mega_wellsi","toro_toro",43597,46050,-0.02736288,-0.02736288,0.004147959,6.596708,"torotoro & megarhyncha W"
"610","ochr","mega_wellsi","toro_toro",43398,40615,0.03312583,0.03312583,0.00421322,7.862354,"torotoro & megarhyncha W"
"612","mega_wellsi","mega_wellsi","toro_toro",49178,50408,-0.01235113,-0.01235113,0.003931907,3.141258,"torotoro & megarhyncha W"
"648","mega_mega","mega_mega","toro_flav",120694,195145,-0.2357245,-0.2357245,0.002320455,101.5855,"torotoro & megarhyncha C"
"656","mega_mega","mega_sella","toro_flav",125565,207206,-0.2453369,-0.2453369,0.002448632,100.1934,"torotoro & megarhyncha C"
"657","mega_mega","mega_sella","toro_flav",143836,146361,-0.008700986,-0.008700986,0.002367505,3.675172,"torotoro & megarhyncha C"
"665","mega_mega","mega_mega","toro_flav",118147,197529,-0.2514667,-0.2514667,0.002461423,102.1631,"torotoro & megarhyncha C"
"666","mega_mega","mega_mega","toro_flav",135640,140331,-0.01699816,-0.01699816,0.002445235,6.951545,"torotoro & megarhyncha C"
"667","mega_sella","mega_mega","toro_flav",137584,140559,-0.01069594,-0.01069594,0.002304939,4.640442,"torotoro & megarhyncha H"
"675","mega_mega","mega_mega","toro_flav",127962,213311,-0.2500901,-0.2500901,0.002269947,110.1744,"torotoro & megarhyncha C"
"676","mega_mega","mega_mega","toro_flav",147111,150206,-0.01040976,-0.01040976,0.002268076,4.589689,"torotoro & megarhyncha C"
"677","mega_sella","mega_mega","toro_flav",145586,146297,-0.002435908,-0.002435908,0.002241699,1.086634,"torotoro & megarhyncha H"
"678","mega_mega","mega_mega","toro_flav",144607,142782,0.006350278,0.006350278,0.002244294,2.829522,"torotoro & megarhyncha C"
"686","mega_mega","mega_sella","toro_flav",124753,220127,-0.2765426,-0.2765426,0.002355191,117.4183,"torotoro & megarhyncha C"
"687","mega_mega","mega_sella","toro_flav",142662,156208,-0.04532405,-0.04532405,0.002358114,19.22047,"torotoro & megarhyncha C"
"688","mega_sella","mega_sella","toro_flav",147397,159676,-0.03998723,-0.03998723,0.002350691,17.01084,"torotoro & megarhyncha H"
"689","mega_mega","mega_sella","toro_flav",141986,151295,-0.03174089,-0.03174089,0.002367182,13.40872,"torotoro & megarhyncha C"
"690","mega_mega","mega_sella","toro_flav",150257,161929,-0.03738797,-0.03738797,0.002263953,16.51447,"torotoro & megarhyncha C"
"698","mega_mega","mega_wellsi","toro_flav",66918,112843,-0.2554781,-0.2554781,0.002927338,87.27317,"torotoro & megarhyncha C"
"699","mega_mega","mega_wellsi","toro_flav",73138,83189,-0.06429472,-0.06429472,0.002964541,21.68791,"torotoro & megarhyncha C"
"701","mega_mega","mega_wellsi","toro_flav",73826,81023,-0.04647754,-0.04647754,0.003096131,15.01149,"torotoro & megarhyncha C"
"702","mega_mega","mega_wellsi","toro_flav",79203,88481,-0.05533026,-0.05533026,0.002935881,18.84622,"torotoro & megarhyncha C"
"711","mega_mega","ochr","toro_flav",51435,112467,-0.3723689,-0.3723689,0.003182633,117.0002,"torotoro & megarhyncha C"
"712","mega_mega","ochr","toro_flav",55789,85689,-0.2113403,-0.2113403,0.00342707,61.66792,"torotoro & megarhyncha C"
"713","mega_sella","ochr","toro_flav",57275,87844,-0.2106478,-0.2106478,0.003304953,63.73701,"torotoro & megarhyncha H"
"714","mega_mega","ochr","toro_flav",55011,82194,-0.1981196,-0.1981196,0.003467561,57.13515,"torotoro & megarhyncha C"
"715","mega_mega","ochr","toro_flav",59018,90224,-0.2090966,-0.2090966,0.0033774,61.91052,"torotoro & megarhyncha C"
"716","mega_sella","ochr","toro_flav",60085,86422,-0.1797662,-0.1797662,0.003528559,50.94606,"torotoro & megarhyncha H"
"717","mega_wellsi","ochr","toro_flav",34080,44895,-0.1369421,-0.1369421,0.004306562,31.79847,"torotoro & megarhyncha W"
"725","mega_mega","mega_sella","toro_flav",110001,193300,-0.2746414,-0.2746414,0.00259627,105.7831,"torotoro & megarhyncha C"
"726","mega_mega","mega_sella","toro_flav",125900,137336,-0.04344391,-0.04344391,0.002410875,18.01997,"torotoro & megarhyncha C"
"727","mega_sella","mega_sella","toro_flav",128032,137572,-0.03591813,-0.03591813,0.002281227,15.74509,"torotoro & megarhyncha H"
"728","mega_mega","mega_sella","toro_flav",122848,130216,-0.02911516,-0.02911516,0.00247085,11.78346,"torotoro & megarhyncha C"
"729","mega_mega","mega_sella","toro_flav",132201,141192,-0.03288672,-0.03288672,0.002314392,14.20966,"torotoro & megarhyncha C"
"730","mega_sella","mega_sella","toro_flav",121665,120431,0.005097152,0.005097152,0.002477484,2.05739,"torotoro & megarhyncha H"
"732","ochr","mega_sella","toro_flav",76284,51742,0.1916954,0.1916954,0.003576798,53.59415,"torotoro & megarhyncha H"
"740","mega_mega","mega_wellsi","toro_flav",73479,128127,-0.2710634,-0.2710634,0.002882239,94.04609,"torotoro & megarhyncha C"
"741","mega_mega","mega_wellsi","toro_flav",80930,94137,-0.07543969,-0.07543969,0.002901453,26.00066,"torotoro & megarhyncha C"
"743","mega_mega","mega_wellsi","toro_flav",81994,92223,-0.05871413,-0.05871413,0.002836191,20.70176,"torotoro & megarhyncha C"
"744","mega_mega","mega_wellsi","toro_flav",87978,100367,-0.06577823,-0.06577823,0.002703219,24.3333,"torotoro & megarhyncha C"
"746","mega_wellsi","mega_wellsi","toro_flav",47801,48819,-0.01053612,-0.01053612,0.003734542,2.821262,"torotoro & megarhyncha W"
"747","ochr","mega_wellsi","toro_flav",49725,38207,0.1309876,0.1309876,0.003908078,33.51713,"torotoro & megarhyncha W"
"756","mega_mega","mega_wellsi","toro_flav",72134,126044,-0.2720282,-0.2720282,0.002807542,96.89194,"torotoro & megarhyncha C"
"757","mega_mega","mega_wellsi","toro_flav",79029,92658,-0.07938283,-0.07938283,0.003033983,26.16456,"torotoro & megarhyncha C"
"759","mega_mega","mega_wellsi","toro_flav",80575,91223,-0.06197977,-0.06197977,0.002934147,21.12361,"torotoro & megarhyncha C"
"760","mega_mega","mega_wellsi","toro_flav",86293,98917,-0.06816047,-0.06816047,0.002882343,23.64759,"torotoro & megarhyncha C"
"762","mega_wellsi","mega_wellsi","toro_flav",47767,48878,-0.01149568,-0.01149568,0.003694326,3.111713,"torotoro & megarhyncha W"
"763","ochr","mega_wellsi","toro_flav",48798,38383,0.1194641,0.1194641,0.004164332,28.68746,"torotoro & megarhyncha W"
"765","mega_wellsi","mega_wellsi","toro_flav",53347,53587,-0.002244375,-0.002244375,0.003539514,0.6340914,"torotoro & megarhyncha W"
"801","mega_mega","mega_mega","toro_meek",181222,170754,0.02974066,0.02974066,0.001922243,15.47186,"torotoro & megarhyncha C"
"809","mega_mega","mega_sella","toro_meek",194640,178873,0.04221272,0.04221272,0.002206043,19.13504,"torotoro & megarhyncha C"
"810","mega_mega","mega_sella","toro_meek",181330,177316,0.01119209,0.01119209,0.00224539,4.984477,"torotoro & megarhyncha C"
"818","mega_mega","mega_mega","toro_meek",180935,171868,0.02569989,0.02569989,0.002214232,11.60668,"torotoro & megarhyncha C"
"819","mega_mega","mega_mega","toro_meek",169037,170142,-0.003257867,-0.003257867,0.002322444,1.402775,"torotoro & megarhyncha C"
"820","mega_sella","mega_mega","toro_meek",170237,176118,-0.01697969,-0.01697969,0.001919153,8.847492,"torotoro & megarhyncha H"
"828","mega_mega","mega_mega","toro_meek",198804,184819,0.03645506,0.03645506,0.001934579,18.84392,"torotoro & megarhyncha C"
"829","mega_mega","mega_mega","toro_meek",185468,183121,0.006367526,0.006367526,0.00194892,3.267207,"torotoro & megarhyncha C"
"830","mega_sella","mega_mega","toro_meek",182383,184134,-0.004777405,-0.004777405,0.002139953,2.232481,"torotoro & megarhyncha H"
"831","mega_mega","mega_mega","toro_meek",181737,177162,0.01274732,0.01274732,0.002227459,5.722807,"torotoro & megarhyncha C"
"839","mega_mega","mega_sella","toro_meek",199219,188700,0.02711649,0.02711649,0.002232829,12.14445,"torotoro & megarhyncha C"
"840","mega_mega","mega_sella","toro_meek",185902,186939,-0.002781346,-0.002781346,0.002228867,1.247874,"torotoro & megarhyncha C"
"841","mega_sella","mega_sella","toro_meek",190763,196043,-0.01365025,-0.01365025,0.002611007,5.227965,"torotoro & megarhyncha H"
"842","mega_mega","mega_sella","toro_meek",184102,183389,0.001940184,0.001940184,0.002670108,0.7266311,"torotoro & megarhyncha C"
"843","mega_mega","mega_sella","toro_meek",196141,199201,-0.007740134,-0.007740134,0.002209673,3.502841,"torotoro & megarhyncha C"
"851","mega_mega","mega_wellsi","toro_meek",99437,96728,0.0138098,0.0138098,0.0032283,4.277732,"torotoro & megarhyncha C"
"852","mega_mega","mega_wellsi","toro_meek",92489,95657,-0.01683799,-0.01683799,0.003219867,5.229405,"torotoro & megarhyncha C"
"854","mega_mega","mega_wellsi","toro_meek",93038,94778,-0.009264386,-0.009264386,0.003094147,2.994165,"torotoro & megarhyncha C"
"855","mega_mega","mega_wellsi","toro_meek",100128,105288,-0.02511976,-0.02511976,0.003158795,7.952322,"torotoro & megarhyncha C"
"864","mega_mega","ochr","toro_meek",85505,95482,-0.05512551,-0.05512551,0.003042911,18.11604,"torotoro & megarhyncha C"
"865","mega_mega","ochr","toro_meek",80181,95089,-0.08505734,-0.08505734,0.00301302,28.22993,"torotoro & megarhyncha C"
"866","mega_sella","ochr","toro_meek",81910,100328,-0.1010656,-0.1010656,0.002807089,36.00371,"torotoro & megarhyncha H"
"867","mega_mega","ochr","toro_meek",79009,92117,-0.07659853,-0.07659853,0.002870021,26.68919,"torotoro & megarhyncha C"
"868","mega_mega","ochr","toro_meek",85251,102376,-0.09127151,-0.09127151,0.002950389,30.93542,"torotoro & megarhyncha C"
"869","mega_sella","ochr","toro_meek",84635,100797,-0.08715863,-0.08715863,0.003369902,25.86385,"torotoro & megarhyncha H"
"870","mega_wellsi","ochr","toro_meek",45293,51516,-0.06428121,-0.06428121,0.004012334,16.0209,"torotoro & megarhyncha W"
"878","mega_mega","mega_sella","toro_meek",179695,162305,0.05084795,0.05084795,0.00229027,22.20173,"torotoro & megarhyncha C"
"879","mega_mega","mega_sella","toro_meek",168340,160749,0.02306671,0.02306671,0.002277143,10.12967,"torotoro & megarhyncha C"
"880","mega_sella","mega_sella","toro_meek",170830,166140,0.01391815,0.01391815,0.001974005,7.050719,"torotoro & megarhyncha H"
"881","mega_mega","mega_sella","toro_meek",164175,155748,0.02634071,0.02634071,0.002027451,12.99203,"torotoro & megarhyncha C"
"882","mega_mega","mega_sella","toro_meek",177311,171452,0.01679937,0.01679937,0.002210142,7.601037,"torotoro & megarhyncha C"
"883","mega_sella","mega_sella","toro_meek",159441,150361,0.02930904,0.02930904,0.002891875,10.13496,"torotoro & megarhyncha H"
"885","ochr","mega_sella","toro_meek",90428,72969,0.1068502,0.1068502,0.003008817,35.51236,"torotoro & megarhyncha H"
"893","mega_mega","mega_wellsi","toro_meek",110802,111114,-0.001405937,-0.001405937,0.003196362,0.4398555,"torotoro & megarhyncha C"
"894","mega_mega","mega_wellsi","toro_meek",102457,109381,-0.03268535,-0.03268535,0.00317846,10.28339,"torotoro & megarhyncha C"
"896","mega_mega","mega_wellsi","toro_meek",103362,108686,-0.02510752,-0.02510752,0.002945413,8.524278,"torotoro & megarhyncha C"
"897","mega_mega","mega_wellsi","toro_meek",111720,120523,-0.03790426,-0.03790426,0.003112733,12.17717,"torotoro & megarhyncha C"
"899","mega_wellsi","mega_wellsi","toro_meek",56116,58000,-0.01650952,-0.01650952,0.003677635,4.489167,"torotoro & megarhyncha W"
"900","ochr","mega_wellsi","toro_meek",56682,51520,0.04770707,0.04770707,0.003705409,12.87498,"torotoro & megarhyncha W"
"909","mega_mega","mega_wellsi","toro_meek",107062,110061,-0.01381245,-0.01381245,0.002999119,4.605502,"torotoro & megarhyncha C"
"910","mega_mega","mega_wellsi","toro_meek",98988,108044,-0.04374203,-0.04374203,0.003069967,14.24837,"torotoro & megarhyncha C"
"912","mega_mega","mega_wellsi","toro_meek",100532,108096,-0.03625592,-0.03625592,0.00312375,11.60654,"torotoro & megarhyncha C"
"913","mega_mega","mega_wellsi","toro_meek",107890,119402,-0.05064851,-0.05064851,0.00296559,17.07873,"torotoro & megarhyncha C"
"915","mega_wellsi","mega_wellsi","toro_meek",55836,58744,-0.02537965,-0.02537965,0.0038927,6.519806,"torotoro & megarhyncha W"
"916","ochr","mega_wellsi","toro_meek",55464,51505,0.03701072,0.03701072,0.003875084,9.550946,"torotoro & megarhyncha W"
"918","mega_wellsi","mega_wellsi","toro_meek",62674,64215,-0.01214447,-0.01214447,0.003622124,3.35286,"torotoro & megarhyncha W"
"954","mega_mega","mega_mega","toro_flav",161630,155423,0.01957717,0.01957717,0.002240448,8.738059,"torotoro & megarhyncha C"
"962","mega_mega","mega_sella","toro_flav",170941,163598,0.02194961,0.02194961,0.002604021,8.429123,"torotoro & megarhyncha C"
"963","mega_mega","mega_sella","toro_flav",161490,159934,0.004840958,0.004840958,0.002553179,1.896051,"torotoro & megarhyncha C"
"971","mega_mega","mega_mega","toro_flav",160265,156500,0.01188578,0.01188578,0.002585192,4.59764,"torotoro & megarhyncha C"
"972","mega_mega","mega_mega","toro_flav",150691,152407,-0.005661535,-0.005661535,0.002549629,2.220533,"torotoro & megarhyncha C"
"973","mega_sella","mega_mega","toro_flav",152460,155748,-0.01066812,-0.01066812,0.00235078,4.538119,"torotoro & megarhyncha H"
"981","mega_mega","mega_mega","toro_flav",172974,169109,0.01129843,0.01129843,0.002448881,4.61371,"torotoro & megarhyncha C"
"982","mega_mega","mega_mega","toro_flav",163278,165211,-0.00588452,-0.00588452,0.002322959,2.5332,"torotoro & megarhyncha C"
"983","mega_sella","mega_mega","toro_flav",160905,164402,-0.01074985,-0.01074985,0.002574767,4.175075,"torotoro & megarhyncha H"
"984","mega_mega","mega_mega","toro_flav",158873,159458,-0.00183771,-0.00183771,0.002630454,0.6986284,"torotoro & megarhyncha C"
"992","mega_mega","mega_sella","toro_flav",166615,175800,-0.02682418,-0.02682418,0.002744249,9.774686,"torotoro & megarhyncha C"
"993","mega_mega","mega_sella","toro_flav",156548,171661,-0.04604688,-0.04604688,0.002622991,17.55511,"torotoro & megarhyncha C"
"994","mega_sella","mega_sella","toro_flav",160096,178158,-0.05339774,-0.05339774,0.003001091,17.79278,"torotoro & megarhyncha H"
"995","mega_mega","mega_sella","toro_flav",154369,167730,-0.04148104,-0.04148104,0.003023274,13.72057,"torotoro & megarhyncha C"
"996","mega_mega","mega_sella","toro_flav",164845,179791,-0.04336749,-0.04336749,0.002704195,16.03712,"torotoro & megarhyncha C"
"1004","mega_mega","mega_wellsi","toro_flav",90946,88636,0.0128632,0.0128632,0.003481884,3.694323,"torotoro & megarhyncha C"
"1005","mega_mega","mega_wellsi","toro_flav",84967,86535,-0.009142751,-0.009142751,0.003470135,2.634696,"torotoro & megarhyncha C"
"1007","mega_mega","mega_wellsi","toro_flav",85731,85615,0.0006769928,0.0006769928,0.003338876,0.2027607,"torotoro & megarhyncha C"
"1008","mega_mega","mega_wellsi","toro_flav",92754,92942,-0.001012407,-0.001012407,0.003521199,0.2875178,"torotoro & megarhyncha C"
"1017","mega_mega","ochr","toro_flav",71903,89115,-0.1068949,-0.1068949,0.003304116,32.35204,"torotoro & megarhyncha C"
"1018","mega_mega","ochr","toro_flav",67582,87213,-0.1268193,-0.1268193,0.003334164,38.03632,"torotoro & megarhyncha C"
"1019","mega_sella","ochr","toro_flav",69589,91345,-0.1351859,-0.1351859,0.003023036,44.71858,"torotoro & megarhyncha H"
"1020","mega_mega","ochr","toro_flav",66908,84987,-0.119023,-0.119023,0.003188492,37.32894,"torotoro & megarhyncha C"
"1021","mega_mega","ochr","toro_flav",72037,92984,-0.1269354,-0.1269354,0.00319802,39.69186,"torotoro & megarhyncha C"
"1022","mega_sella","ochr","toro_flav",72899,87745,-0.09241553,-0.09241553,0.003685935,25.07248,"torotoro & megarhyncha H"
"1023","mega_wellsi","ochr","toro_flav",39123,48194,-0.1038858,-0.1038858,0.00429172,24.20611,"torotoro & megarhyncha W"
"1031","mega_mega","mega_sella","toro_flav",149566,152403,-0.009395004,-0.009395004,0.002681177,3.50406,"torotoro & megarhyncha C"
"1032","mega_mega","mega_sella","toro_flav",141221,149046,-0.02695794,-0.02695794,0.002621531,10.28328,"torotoro & megarhyncha C"
"1033","mega_sella","mega_sella","toro_flav",142659,152114,-0.03207553,-0.03207553,0.002408603,13.31707,"torotoro & megarhyncha H"
"1034","mega_mega","mega_sella","toro_flav",137096,143421,-0.02254765,-0.02254765,0.002433935,9.263869,"torotoro & megarhyncha C"
"1035","mega_mega","mega_sella","toro_flav",148596,155224,-0.02181555,-0.02181555,0.002644566,8.249197,"torotoro & megarhyncha C"
"1036","mega_sella","mega_sella","toro_flav",136415,130243,0.02314575,0.02314575,0.00327867,7.059494,"torotoro & megarhyncha H"
"1038","ochr","mega_sella","toro_flav",78870,62859,0.1129691,0.1129691,0.003257766,34.67687,"torotoro & megarhyncha H"
"1046","mega_mega","mega_wellsi","toro_flav",102077,100202,0.009269375,0.009269375,0.00340883,2.719225,"torotoro & megarhyncha C"
"1047","mega_mega","mega_wellsi","toro_flav",95625,97302,-0.008692407,-0.008692407,0.00334474,2.598829,"torotoro & megarhyncha C"
"1049","mega_mega","mega_wellsi","toro_flav",96275,96850,-0.002977346,-0.002977346,0.003293496,0.9040079,"torotoro & megarhyncha C"
"1050","mega_mega","mega_wellsi","toro_flav",104017,105032,-0.004855321,-0.004855321,0.003394063,1.430534,"torotoro & megarhyncha C"
"1052","mega_wellsi","mega_wellsi","toro_flav",52705,53196,-0.004636406,-0.004636406,0.00382541,1.212002,"torotoro & megarhyncha W"
"1053","ochr","mega_wellsi","toro_flav",54002,44053,0.1014635,0.1014635,0.004044615,25.08606,"torotoro & megarhyncha W"
"1062","mega_mega","mega_wellsi","toro_flav",98629,100451,-0.0091521,-0.0091521,0.003318333,2.758042,"torotoro & megarhyncha C"
"1063","mega_mega","mega_wellsi","toro_flav",91872,97288,-0.02863185,-0.02863185,0.003225904,8.875604,"torotoro & megarhyncha C"
"1065","mega_mega","mega_wellsi","toro_flav",93091,97059,-0.02086774,-0.02086774,0.003439652,6.066816,"torotoro & megarhyncha C"
"1066","mega_mega","mega_wellsi","toro_flav",100798,104714,-0.01905485,-0.01905485,0.003252564,5.858408,"torotoro & megarhyncha C"
"1068","mega_wellsi","mega_wellsi","toro_flav",52234,54032,-0.01691981,-0.01691981,0.004141701,4.085231,"torotoro & megarhyncha W"
"1069","ochr","mega_wellsi","toro_flav",52352,44194,0.08449858,0.08449858,0.004183306,20.199,"torotoro & megarhyncha W"
"1071","mega_wellsi","mega_wellsi","toro_flav",58324,60211,-0.01591935,-0.01591935,0.003728861,4.269225,"torotoro & megarhyncha W"
"1107","mega_mega","mega_mega","toro_meek",116566,112413,0.01813703,0.01813703,0.002508176,7.231164,"torotoro & megarhyncha C"
"1115","mega_mega","mega_sella","toro_meek",122037,117575,0.01862177,0.01862177,0.0028057,6.637121,"torotoro & megarhyncha C"
"1116","mega_mega","mega_sella","toro_meek",115020,114956,0.0002782899,0.0002782899,0.002839719,0.09799911,"torotoro & megarhyncha C"
"1124","mega_mega","mega_mega","toro_meek",115697,113348,0.01025563,0.01025563,0.002849303,3.599346,"torotoro & megarhyncha C"
"1125","mega_mega","mega_mega","toro_meek",108493,110109,-0.00739243,-0.00739243,0.002867656,2.577865,"torotoro & megarhyncha C"
"1126","mega_sella","mega_mega","toro_meek",109327,111280,-0.008852847,-0.008852847,0.002693987,3.28615,"torotoro & megarhyncha H"
"1134","mega_mega","mega_mega","toro_meek",123955,122186,0.007186938,0.007186938,0.002657362,2.704538,"torotoro & megarhyncha C"
"1135","mega_mega","mega_mega","toro_meek",116735,118788,-0.008716771,-0.008716771,0.002608109,3.34218,"torotoro & megarhyncha C"
"1136","mega_sella","mega_mega","toro_meek",114317,116593,-0.009856654,-0.009856654,0.002977984,3.309841,"torotoro & megarhyncha H"
"1137","mega_mega","mega_mega","toro_meek",113561,113928,-0.001613265,-0.001613265,0.002961927,0.5446672,"torotoro & megarhyncha C"
"1145","mega_mega","mega_sella","toro_meek",119731,126587,-0.02783394,-0.02783394,0.003106326,8.960406,"torotoro & megarhyncha C"
"1146","mega_mega","mega_sella","toro_meek",112539,123238,-0.04537762,-0.04537762,0.003034867,14.9521,"torotoro & megarhyncha C"
"1147","mega_sella","mega_sella","toro_meek",114919,126521,-0.04805335,-0.04805335,0.003304315,14.54261,"torotoro & megarhyncha H"
"1148","mega_mega","mega_sella","toro_meek",111083,120089,-0.03895801,-0.03895801,0.003326146,11.71265,"torotoro & megarhyncha C"
"1149","mega_mega","mega_sella","toro_meek",118463,127743,-0.03769201,-0.03769201,0.003088813,12.20275,"torotoro & megarhyncha C"
"1157","mega_mega","mega_wellsi","toro_meek",68147,66293,0.01379054,0.01379054,0.003731578,3.695632,"torotoro & megarhyncha C"
"1158","mega_mega","mega_wellsi","toro_meek",64039,64662,-0.004840677,-0.004840677,0.003735103,1.295996,"torotoro & megarhyncha C"
"1160","mega_mega","mega_wellsi","toro_meek",64056,63886,0.001328727,0.001328727,0.003723595,0.3568398,"torotoro & megarhyncha C"
"1161","mega_mega","mega_wellsi","toro_meek",69085,68550,0.003887093,0.003887093,0.003806137,1.02127,"torotoro & megarhyncha C"
"1170","mega_mega","ochr","toro_meek",52447,65718,-0.1123091,-0.1123091,0.003661424,30.6736,"torotoro & megarhyncha C"
"1171","mega_mega","ochr","toro_meek",49710,63817,-0.1242612,-0.1242612,0.003719288,33.40994,"torotoro & megarhyncha C"
"1172","mega_sella","ochr","toro_meek",50484,66158,-0.134377,-0.134377,0.003535095,38.01227,"torotoro & megarhyncha H"
"1173","mega_mega","ochr","toro_meek",48720,61735,-0.1178308,-0.1178308,0.003540693,33.27902,"torotoro & megarhyncha C"
"1174","mega_mega","ochr","toro_meek",52190,67137,-0.1252608,-0.1252608,0.003685518,33.98731,"torotoro & megarhyncha C"
"1175","mega_sella","ochr","toro_meek",53101,64587,-0.09759704,-0.09759704,0.004012921,24.3207,"torotoro & megarhyncha H"
"1176","mega_wellsi","ochr","toro_meek",29659,36906,-0.108871,-0.108871,0.004774107,22.80448,"torotoro & megarhyncha W"
"1184","mega_mega","mega_sella","toro_meek",106358,109796,-0.01590533,-0.01590533,0.002913631,5.458937,"torotoro & megarhyncha C"
"1185","mega_mega","mega_sella","toro_meek",100281,107256,-0.03360846,-0.03360846,0.002898297,11.59593,"torotoro & megarhyncha C"
"1186","mega_sella","mega_sella","toro_meek",101081,108670,-0.036181,-0.036181,0.002732275,13.24208,"torotoro & megarhyncha H"
"1187","mega_mega","mega_sella","toro_meek",97452,102999,-0.0276726,-0.0276726,0.002827896,9.785579,"torotoro & megarhyncha C"
"1188","mega_mega","mega_sella","toro_meek",105129,110585,-0.02529275,-0.02529275,0.002958833,8.548218,"torotoro & megarhyncha C"
"1189","mega_sella","mega_sella","toro_meek",96736,93743,0.01571302,0.01571302,0.003614443,4.347286,"torotoro & megarhyncha H"
"1191","ochr","mega_sella","toro_meek",57024,46057,0.1063921,0.1063921,0.003660019,29.06872,"torotoro & megarhyncha H"
"1199","mega_mega","mega_wellsi","toro_meek",75275,74566,0.004731682,0.004731682,0.00361851,1.307633,"torotoro & megarhyncha C"
"1200","mega_mega","mega_wellsi","toro_meek",69965,72330,-0.0166204,-0.0166204,0.003636564,4.570359,"torotoro & megarhyncha C"
"1202","mega_mega","mega_wellsi","toro_meek",70309,71781,-0.01035963,-0.01035963,0.003600482,2.87729,"torotoro & megarhyncha C"
