"sound.files","selec","start","end","sel.comment","rec.comment"
"syma_megarhyncha_164553_44k.wav",1,30.709702774267,32.3307281765143,"",""
"syma_megarhyncha_164553_44k.wav",2,32.954199485071,34.9493076724523,"",""
"syma_megarhyncha_164553_44k.wav",3,41.184020758019,43.1791289454003,"",""
"syma_megarhyncha_164553_44k.wav",4,43.802600253957,45.5483199179156,"",""
"syma_megarhyncha_164553_44k.wav",5,45.7977084413383,47.5434281052969,"",""
"syma_megarhyncha_164553_44k.wav",6,47.6681223670083,52.6558928354616,"",""
"syma_megarhyncha_164553_44k.wav",7,55.5238608548222,57.5189690422035,"",""
"syma_megarhyncha_164553_44k.wav",8,60.0128542764302,61.5091854169662,"",""
"syma_megarhyncha_164553_44k.wav",9,63.3795993426362,65.1253190065949,"",""
"syma_megarhyncha_164553_44k.wav",10,65.7487903151515,67.4945099791102,"",""
"syma_megarhyncha_164553_44k.wav",11,69.3649239047801,71.2353378304501,"",""
"syma_megarhyncha_164553_44k.wav",12,71.8588091390068,73.3551402795428,"",""
"syma_megarhyncha_164553_44k.wav",13,73.6045288029655,76.9712738691714,"",""
"syma_megarhyncha_166983_44k.wav",1,13.0667220769737,15.5228728433221,"",""
"syma_megarhyncha_166983_44k.wav",2,17.1320750695504,18.9106670038027,"",""
"syma_megarhyncha_166983_44k.wav",3,21.9596817482352,24.7546119306317,"",""
"syma_megarhyncha_166983_44k.wav",4,25.0086964926677,26.617898718896,"",""
"syma_megarhyncha_166983_44k.wav",5,30.1750825874006,34.8332995580615,"",""
"syma_megarhyncha_166983_44k.wav",6,34.9179944120735,42.7946158351909,"",""
"syma_megarhyncha_166991_44k.wav",1,6.57559578446371,13.667711709913,"",""
"syma_megarhyncha_167057_44k.wav",1,4.2576326371295,5.14095891039288,"",""
"syma_megarhyncha_167057_44k.wav",2,8.89509557176224,11.1034112549207,"",""
"syma_megarhyncha_167057_44k.wav",3,14.8575479162901,16.6242004628168,"",""
"syma_megarhyncha_167057_44k.wav",4,14.8575479162901,16.8450320311327,"",""
"syma_megarhyncha_167057_44k.wav",5,20.599168692502,22.5866528073446,"",""
"syma_megarhyncha_167057_44k.wav",6,26.1199579003982,28.3282735835566,"",""
"syma_megarhyncha_167057_44k.wav",7,32.5240733815577,34.0698943597686,"",""
"syma_megarhyncha_167057_44k.wav",8,37.6031994528221,39.3698519993489,"",""
"syma_megarhyncha_167057_44k.wav",9,44.2281465022975,46.2156306171401,"",""
"syma_megarhyncha_167057_44k.wav",10,49.7489357101936,52.1780829616679,"",""
"syma_megarhyncha_167057_44k.wav",11,56.8155458963006,59.0238615794591,"",""
"syma_megarhyncha_167057_44k.wav",12,64.9863139239869,66.9737980388295,"",""
"syma_megarhyncha_167057_44k.wav",13,64.7654823556711,67.1946296071453,"",""
"syma_megarhyncha_167057_44k.wav",14,70.7279347001989,72.4945872467256,"",""
"syma_megarhyncha_167057_44k.wav",15,75.8070607714633,78.0153764546218,"",""
"syma_megarhyncha_167057_44k.wav",16,81.1070184110436,82.8736709575703,"",""
"syma_megarhyncha_167057_44k.wav",17,85.9653129139922,88.3944601654665,"",""
"syma_megarhyncha_167057_44k.wav",18,93.2527546684151,95.2402387832577,"",""
"syma_megarhyncha_167057_44k.wav",19,98.5527123079953,100.761027991154,"",""
"syma_megarhyncha_167057_44k.wav",20,106.944311903997,108.93179601884,"",""
"syma_megarhyncha_167057_44k.wav",21,113.127595816841,115.3359115,"",""
"syma_megarhyncha_167057_44k.wav",22,119.310879729685,121.519195412843,"",""
"syma_megarhyncha_167057_44k.wav",23,126.598321484108,128.144142462319,"",""
"syma_megarhyncha_167057_44k.wav",24,132.33994226032,134.327426375162,"",""
"syma_megarhyncha_167057_44k.wav",25,136.977405194952,139.848215583058,"",""
"syma_megarhyncha_167057_44k.wav",26,144.485678517691,150.227299293903,"",""
"syma_megarhyncha_167059_44k.wav",1,7.08169591231586,9.18176748947639,"",""
"syma_megarhyncha_167059_44k.wav",2,11.4091161319194,13.4455491764387,"",""
"syma_megarhyncha_167059_44k.wav",3,16.8183914064238,22.6094978767755,"",""
"syma_megarhyncha_168367_44k.wav",1,5.64854878752453,9.06000760868686,"",""
"syma_megarhyncha_168367_44k.wav",2,12.8849765899901,17.9504760517159,"",""
"syma_megarhyncha_168367_44k.wav",3,30.3557808559426,35.2662140076156,"",""
"syma_megarhyncha_182638_44k.wav",1,7.59311276235805,9.12645540419126,"",""
"syma_megarhyncha_182638_44k.wav",2,15.6687173426796,17.4065056700906,"",""
"syma_megarhyncha_182638_44k.wav",3,22.1087564383791,24.0509904513678,"",""
"syma_megarhyncha_182638_44k.wav",4,28.3443498485008,29.9799153331229,"",""
"syma_megarhyncha_182638_44k.wav",5,33.5577148307337,35.1932803153558,"",""
"syma_megarhyncha_182638_44k.wav",6,38.5666341273889,40.0999767692221,"",""
"syma_megarhyncha_182638_44k.wav",7,43.6777762668329,45.313341751455,"",""
"syma_megarhyncha_182638_44k.wav",8,54.8200661308209,56.5578544582318,"",""
"syma_megarhyncha_182678_44k.wav",1,11.1620107130619,12.9253615366104,"",""
"syma_megarhyncha_182678_44k.wav",2,21.4114873749375,23.0646287720142,"",""
"syma_megarhyncha_182678_44k.wav",3,28.685309522075,30.3384509191517,"",""
"syma_megarhyncha_182678_44k.wav",4,32.1018017427002,33.0936865809462,"",""
"syma_megarhyncha_182678_44k.wav",5,57.8908075370968,59.7643677871171,"",""
"syma_megarhyncha_20990_44k.wav",1,20.8263620442416,23.1749282012085,"",""
"syma_megarhyncha_20990_44k.wav",2,30.4012856072605,33.2918285696812,"",""
"syma_megarhyncha_20990_44k.wav",3,41.060162781187,43.4087289381539,"",""
"syma_megarhyncha_20990_44k.wav",4,51.357722084811,54.0676061120805,"",""
"syma_megarhyncha_20990_44k.wav",5,60.7519867126786,63.461870739948,"",""
"syma_megarhyncha_20990_44k.wav",6,78.4565623575058,80.6244695793213,"",""
"syma_megarhyncha_20990_44k.wav",7,85.1409429581038,87.3088501799194,"",""
"syma_megarhyncha_20990_44k.wav",8,95.7998201320304,99.4129988350563,"",""
"syma_megarhyncha_20990_44k.wav",9,108.445945592621,115.130326193219,"",""
"syma_megarhyncha_79827_44k.wav",1,7.11421070666354,11.2683532974638,"",""
"syma_megarhyncha_79830_44k.wav",1,6.32378619153103,11.561300692298,"",""
"syma_torotoro_141993_44k.wav",1,2.40103734462225,4.08243604533811,"",""
"syma_torotoro_141993_44k.wav",2,8.28593279712777,10.1354713679152,"",""
"syma_torotoro_141993_44k.wav",3,14.8433877299196,16.5247864306355,"",""
"syma_torotoro_141993_44k.wav",4,21.9052622729263,23.7548008437137,"",""
"syma_torotoro_141993_44k.wav",5,29.1352766860045,31.1529551268635,"",""
"syma_torotoro_141993_44k.wav",6,36.2361619378331,37.914727616848,"",""
"syma_torotoro_141993_44k.wav",7,42.7825680859913,44.6289903329077,"",""
"syma_torotoro_141993_44k.wav",8,48.825404530445,50.8396833452629,"",""
"syma_torotoro_141993_44k.wav",9,55.3718106786031,57.5539460613225,"",""
"syma_torotoro_141993_44k.wav",10,75.5145988267821,77.864590777403,"",""
"syma_torotoro_141993_44k.wav",11,81.8931484070388,87.768128283591,"",""
"syma_torotoro_142010_44k.wav",1,3.57361438964315,5.11396541966174,"",""
"syma_torotoro_142010_44k.wav",2,7.80957972219428,9.73501850971753,"",""
"syma_torotoro_142010_44k.wav",3,13.585896084764,15.1262471147826,"",""
"syma_torotoro_142010_44k.wav",4,18.5920369323244,20.9025634773523,"",""
"syma_torotoro_142010_44k.wav",5,23.5981777798849,25.5236165674081,"",""
"syma_torotoro_142010_44k.wav",6,28.2192308699407,30.1446696574639,"",""
"syma_torotoro_142010_44k.wav",7,33.6104594750058,35.535898262529,"",""
"syma_torotoro_142010_44k.wav",8,39.3867758375755,41.6973023826034,"",""
"syma_torotoro_142010_44k.wav",9,45.9332677151545,47.8587065026778,"",""
"syma_torotoro_142010_44k.wav",10,50.5543208052103,52.4797595927336,"",""
"syma_torotoro_142010_44k.wav",11,54.7902861377614,57.485900440294,"",""
"syma_torotoro_142010_44k.wav",12,59.7964269853219,61.3367780153405,"",""
"syma_torotoro_142010_44k.wav",13,59.4113392278172,62.1069535303498,"",""
"syma_torotoro_142010_44k.wav",14,64.032392317873,66.7280066204056,"",""
"syma_torotoro_142010_44k.wav",15,69.0385331654334,71.3490597104613,"",""
"syma_torotoro_142010_44k.wav",16,74.0446740129939,76.3552005580218,"",""
"syma_torotoro_142010_44k.wav",17,79.435902618059,81.3613414055822,"",""
"syma_torotoro_142010_44k.wav",18,85.2122189806287,87.1376577681519,"",""
"syma_torotoro_142010_44k.wav",19,89.0630965556752,90.9885353431984,"",""
"syma_torotoro_142010_44k.wav",20,99.0753782507961,101.000817038319,"",""
"syma_torotoro_142010_44k.wav",21,94.8394129182449,96.7648517057682,"",""
"syma_torotoro_142010_44k.wav",22,103.311343583347,105.23678237087,"",""
"syma_torotoro_142010_44k.wav",23,108.317484430908,110.628010975936,"",""
"syma_torotoro_142010_44k.wav",24,113.708713035973,116.019239581001,"",""
"syma_torotoro_142010_44k.wav",25,117.174502853515,120.255204913552,"",""
"syma_torotoro_142010_44k.wav",26,124.106082488598,126.416609033626,"",""
"syma_torotoro_142010_44k.wav",27,129.112223336159,131.422749881187,"",""
"syma_torotoro_142010_44k.wav",28,129.112223336159,131.037662123682,"",""
"syma_torotoro_142010_44k.wav",29,133.733276426214,135.658715213738,"",""
"syma_torotoro_142010_44k.wav",30,137.584154001261,139.894680546289,"",""
"syma_torotoro_142010_44k.wav",31,141.820119333812,144.13064587884,"",""
"syma_torotoro_142010_44k.wav",32,141.435031576307,144.13064587884,"",""
"syma_torotoro_142010_44k.wav",33,147.596435696382,149.521874483905,"",""
"syma_torotoro_142010_44k.wav",34,152.217488786438,154.142927573961,"",""
"syma_torotoro_142010_44k.wav",35,156.453454118989,158.378892906512,"",""
"syma_torotoro_142010_44k.wav",36,160.68941945154,162.999945996568,"",""
"syma_torotoro_142010_44k.wav",37,165.310472541596,168.006086844128,"",""
"syma_torotoro_142010_44k.wav",38,170.316613389156,172.627139934184,"",""
"syma_torotoro_142010_44k.wav",39,174.937666479212,177.633280781744,"",""
"syma_torotoro_142010_44k.wav",40,180.328895084277,182.639421629305,"",""
"syma_torotoro_142010_44k.wav",41,184.949948174333,186.875386961856,"",""
"syma_torotoro_142010_44k.wav",42,189.185913506884,190.726264536902,"",""
"syma_torotoro_142010_44k.wav",43,189.185913506884,191.111352294407,"",""
"syma_torotoro_142010_44k.wav",44,193.421878839435,195.347317626958,"",""
"syma_torotoro_142010_44k.wav",45,198.042931929491,199.968370717014,"",""
"syma_torotoro_163668_44k.wav",1,15.3001397906699,16.5936923600535,"",""
"syma_torotoro_163668_44k.wav",2,21.5091921237114,23.0614552069718,"",""
"syma_torotoro_163668_44k.wav",3,27.2008234289995,28.4943759983832,"",""
"syma_torotoro_163668_44k.wav",4,29.0117970261367,30.9521258802121,"",""
"syma_torotoro_163668_44k.wav",5,31.598902164904,33.2805205051027,"",""
"syma_torotoro_163668_44k.wav",6,36.5144019285619,38.1960202687606,"",""
"syma_torotoro_163668_44k.wav",7,42.3353884907883,47.1215329975078,"",""
"syma_torotoro_163668_44k.wav",8,47.2508882544462,50.6141249348437,"",""
"syma_torotoro_163668_44k.wav",9,51.0021907056588,54.624137899933,"",""
"syma_torotoro_163668_44k.wav",10,59.4102824066526,62.9028743439884,"",""
"syma_torotoro_163668_44k.wav",11,63.0322296009268,65.4899794827558,"",""
"syma_torotoro_163668_44k.wav",12,73.2512948990577,76.4851763225168,"",""
"syma_torotoro_173730_44k.wav",1,5.3575418930675,6.50821669827959,"",""
"syma_torotoro_173730_44k.wav",2,12.7218606464249,13.6424004905946,"",""
"syma_torotoro_173730_44k.wav",3,19.1656395556126,20.5464493218671,"",""
"syma_torotoro_173730_44k.wav",4,28.8313079193942,30.4422526466911,"",""
"syma_torotoro_173730_44k.wav",5,52.9954788288481,54.3762885951026,"",""
"syma_torotoro_173730_44k.wav",6,56.217368283442,58.0584479717813,"",""
"syma_torotoro_173730_44k.wav",7,61.2803374263752,62.4310122315873,"",""
"syma_torotoro_173730_44k.wav",8,64.7323618420114,68.6446561797326,"",""
"syma_torotoro_173730_44k.wav",9,69.3350610628598,70.9460057901567,"",""
"syma_torotoro_173730_44k.wav",10,73.4774903616233,80.8418091149807,"",""
"syma_torotoro_173730_44k.wav",11,88.6663977904229,94.6499067775258,"",""
"syma_torotoro_173733_44k.wav",1,11.0088153536671,97.6729750852123,"",""
"syma_torotoro_173740_44k.wav",1,17.2608935568864,206.202588043055,"",""
